Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Fri Jul  5 00:04:50 2024
| Host         : binhkieudo running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /home/binhkieudo/Workspace/NewFramework/framework/generated-src/framework.fpga.vc707.VC707woDDRHarness.SmallRocketMTOptimizedMemVC707Config/obj/report/utilization.txt
| Design       : VC707woDDRHarness
| Device       : xc7vx485tffg1761-2
| Speed File   : -2
| Design State : Physopt postRoute
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------+------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                           Instance                          |                                    Module                                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
+-------------------------------------------------------------+------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
| VC707woDDRHarness                                           |                                                                        (top) |      34807 |      33265 |    1522 |   20 | 20783 |     16 |     24 |         16 |
|   (VC707woDDRHarness)                                       |                                                                        (top) |          1 |          1 |       0 |    0 |   103 |      0 |      0 |          0 |
|   chiptop0                                                  |                                                                      ChipTop |      34519 |      33049 |    1450 |   20 | 20357 |     16 |     24 |         16 |
|     debug_reset_syncd_debug_reset_sync                      |                                      AsyncResetSynchronizerShiftReg_w1_d3_i0 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|       output_chain                                          |                            AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_336 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|     system                                                  |                                                                   DigitalTop |      34516 |      33046 |    1450 |   20 | 20351 |     16 |     24 |         16 |
|       (system)                                              |                                                                   DigitalTop |          9 |          9 |       0 |    0 |    13 |      0 |      0 |          0 |
|       clint                                                 |                                                                        CLINT |        199 |        199 |       0 |    0 |   324 |      0 |      0 |          0 |
|       dtm                                                   |                                                     DebugTransportModuleJTAG |        157 |        157 |       0 |    0 |   167 |      0 |      0 |          0 |
|         (dtm)                                               |                                                     DebugTransportModuleJTAG |         20 |         20 |       0 |    0 |    46 |      0 |      0 |          0 |
|         dmiAccessChain                                      |                                                         CaptureUpdateChain_1 |         13 |         13 |       0 |    0 |    41 |      0 |      0 |          0 |
|         dtmInfoChain                                        |                                                           CaptureUpdateChain |          9 |          9 |       0 |    0 |    32 |      0 |      0 |          0 |
|         tapIO_bypassChain                                   |                                                              JtagBypassChain |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|         tapIO_controllerInternal                            |                                                            JtagTapController |        114 |        114 |       0 |    0 |    15 |      0 |      0 |          0 |
|           (tapIO_controllerInternal)                        |                                                            JtagTapController |          3 |          3 |       0 |    0 |     6 |      0 |      0 |          0 |
|           irChain                                           |                                                         CaptureUpdateChain_2 |          3 |          3 |       0 |    0 |     5 |      0 |      0 |          0 |
|           stateMachine                                      |                                                             JtagStateMachine |        108 |        108 |       0 |    0 |     4 |      0 |      0 |          0 |
|         tapIO_idcodeChain                                   |                                                                 CaptureChain |          0 |          0 |       0 |    0 |    32 |      0 |      0 |          0 |
|       gpioClockDomainWrapper                                |                                                            ClockSinkDomain_3 |        178 |        162 |       0 |   16 |   304 |      0 |      0 |          0 |
|         gpio_0                                              |                                                                       TLGPIO |        178 |        162 |       0 |   16 |   304 |      0 |      0 |          0 |
|           (gpio_0)                                          |                                                                       TLGPIO |         62 |         62 |       0 |    0 |   224 |      0 |      0 |          0 |
|           ieReg                                             |                                                      AsyncResetRegVec_w16_i0 |          0 |          0 |       0 |    0 |    16 |      0 |      0 |          0 |
|           inSyncReg_inSyncReg                               |                                                  SynchronizerShiftReg_w16_d3 |         32 |         16 |       0 |   16 |    16 |      0 |      0 |          0 |
|             output_chain                                    |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_320 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_1                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_321 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_10                                 |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_322 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_11                                 |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_323 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_12                                 |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_324 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_13                                 |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_325 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_14                                 |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_326 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_15                                 |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_327 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_2                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_328 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_3                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_329 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_4                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_330 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_5                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_331 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_6                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_332 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_7                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_333 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain_8                                  |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_334 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
